Word,Definition
민원인," 정부민원안내콜센터에서 제공하는 행정서비스를 이용하는 개인 또는 단체를 의미한다. 
5. ""악성민원""은 상담사에게 불쾌감을 주는 성적인 언행과 비하 발언이나 욕설, 폭언, 협박, 모욕 등의 언어폭력을 말하고, ""강성민원""은 민원요지 불명, 동일내용 반복ㆍ억지민원, 장시간 통화, 상습 강요 민원 등을 말한다. ,  1372소비자상담센터에서 제공하는 서비스를 이용하는 개인 또는 단체를 의미한다. 
 
6.""악성민원""은 상담원에게 불쾌감을 주는 성적인 언행과 비하 발언이나 폭언, 욕설, 협박, 공갈, 모욕, 인신공격 등의 언어폭력을 말하고, ""강성민원""은 민원요지 불명, 동일 내용 반복ㆍ억지ㆍ강요, 장시간 통화 등을 말한다. ,  과학기술정보통신부 민원실에서 제공하는 행정서비스를 이용하는 개인 또는 단체를 의미한다. 
5. ""악성민원""은 전문관에게 불쾌감을 주는 성적인 언행과 비하 발언이나 욕설, 폭언, 협박, 모욕 등의 언어폭력을 말하고, ""강성민원""은 민원요지 불명, 동일내용 반복ㆍ억지민원, 장시간 통화, 상습 강요 민원 등을 말한다. ,  과기정통부에 민원을 제기하는 개인ㆍ법인 또는 단체를 말한다. 다만, 행정기관에 처분 등 특정한 행위를 요구하는 자로서 성명ㆍ주소(법인 또는 단체의 경우에는 그 명칭, 사무소 또는 사업소의 소재지와 대표자의 성명) 등이 불명확한 자 등 대통령령으로 정하는 자는 제외한다. ,  5·18민주화운동 진상규명조사위원회(이하 ""위원회""라 한다)에 대하여 제2호에 규정된 민원사항을 요구하는 개인, 법인 또는 단체를 말한다. ,  행정기관에 민원을 제기하는 개인·법인 또는 단체를 말한다. 다만, 각 목에 어느 하나에 해당하는 자는 제외한다. 
가. 행정기관(사경제의 주체로서 제기하는 경우는 제외한다) 
나. 행정기관과 사법(私法)상 계약관계(민원과 직접 관련된 계약관계만 해당한다)에 있는자 
다. 성명·주소(법인 또는 단체의 경우에는 그 명칭, 사무소 또는 사업소의 소재지와 대표자의 성명) 등이 불명확한 자 ,  행정기관에 민원을 제기하는 개인ㆍ법인 또는 단체를 말한다. 다만 다음 각 목의 어느 하나에 해당하는 자는 제외한다. 
가. 행정기관에 처분 등 특정한 행위를 요구하는 행정기관(행정기관이 사경제(私經濟)의 주체로서 제기하는 경우는 제외한다) 
나. 행정기관과 사법(私法)상 계약관계에 있는 자로서 계약관계와 직접 관련하여 행정기관에 처분 등 특정한 행위를 요구하는 자 
다. 행정기관에 처분 등 특정한 행위를 요구하는 자로서 성명ㆍ주소(법인 또는 단체의 경우에는 그 명칭, 사무소 또는 사업소의 소재지와 대표자의 성명) 등이 불명확한 자 ,  국세업무에 관하여 특정한 행위를 요구하는 개인·법인 또는 단체를 말한다. ,  국가인권위원회(이하 ""위원회""라 한다)에 대하여 제2호에 규정된 민원사항을 요구하는 개인, 법인 또는 단체를 말한다. "
민원접수기관, 민원인으로부터 민원의 처리 및 본인정보 제공 요구를 신청받는 기관을 말한다. 
민원접수담당자, 신청된 민원을 접수하여 민원처리부서에 이송하거나 타 행정기관으로 이송 또는 다부처 지정 등을 하는 자를 말한다. 
민원정보분석센터,Complaints Information Analysis Center
민원정보시스템, 전화·방문·전자·서면 등 다양한 채널로 접수한 민원을 통합적으로 처리하는 데 필요한 민원유형화·민원데이터베이스·민원전담 홈페이지 등 제반 응용 및 기반시스템을 말한다. 
민원제도개선비서관,Secretary to the President for Civil Service
민원제도과,Civil Affairs System Division
민원조사기획과,Complaints Investigation Planning Division
민원조사팀,Civil Affairs Investigation Team
민원중간분류담당자," 국·관에서 국·관내의 과·팀의 민원부서담당자에게 민원을 분류하는 공무원을 말한다. ,  실ㆍ국에서 실ㆍ국내의 과ㆍ팀의 민원부서담당자에게 민원사항을 분류하는 자를 말한다. "
민원처리관리담당자, 민원처리부서에서 실무적으로 처리하는 민원을 관리하는 사람을 말한다. 
민원처리기관, 행정정보보유기관으로부터 본인정보를 제공받아 접수기관으로부터 이송된 민원을 처리하는 기관을 말한다. 
민원처리담당자," 민원을 처리하는 공무원을 말한다. ,  고객지원센터 또는 처리부서에서 민원을 직접 처리하는 직원을 말한다. ,  민원을 직접 처리하는 실무자를 말한다. ,  민원처리부서에서 민원을 실무적으로 처리하는 사람을 말한다. ,  민원처리부서에서 민원을 직접 처리하는 직원을 말한다. ,  민원처리부서에서 민원을 실무적으로 처리하는 사람을 말한다. ,  민원사항을 처리하는 자를 말한다. "
민원처리부서," 민원인이 청구한 민원의 주된 업무를 처리하는 부서를 말한다. ,  민원을 처리할 과를 말하며, 다부서민원의 주관부서도 이에 해당한다. ,  민원관리담당자가 분류한 민원을 처리하는 과·담당관·팀을 말한다. ,  민원을 처리할 과ㆍ사무소를 말하며, 다부서민원의 주관부서도 이에 해당한다. ,  민원을 처리할 과·센터·지역본부(사무소를 포함한다)를 말하며, 다부서민원의 주관부서도 이에 해당한다. ,  민원을 처리할 실·국·단·관·과·팀(담당관 포함한다)을 말한다. ,  과·담당관·팀·센터 등 민원을 처리하는 주무부서를 말한다. ,  민원인이 청구한 민원의 주된 업무를 처리하는 부서를 말한다. ,  민원과 관련된 소관과를 말한다. "
민원총괄부서," 민원의 접수ㆍ분류ㆍ이송, 민원 처리사항의 확인ㆍ점검 등 민원업무를 총괄하는 부서를 말한다. "
민원팀,Civil Petition Team
민자도로," 「사회기반시설에 대한 민간투자법」에 따라 건설된 사회기반시설 중 같은 법 제26조에 따라 통행료 또는 사용료를 받는 도로를 말한다. ,  「사회기반시설에 대한 민간투자법」에 따라 건설된 사회기반시설 중 같은 법 제26조에 따라 통행료 또는 사용료를 받는 도로를 말한다. "
민자도로사업자," 「사회기반시설에 대한 민간투자법」제26조에 따라 주무관청으로부터 관리운영권을 설정 받은 사업시행자를 말한다. ,  「사회기반시설에 대한 민간투자법」제26조에 따라 주무관청으로부터 관리운영권을 설정 받은 사업시행자를 말한다. "
민자도시철도, 「사회기반시설에 대한 민간투자법」 제2조제6호에 따른 민간투자사업으로 건설하는 도시철도를 말한다. 
민자도시철도운영자, 민자도시철도에 대하여 「사회기반시설에 대한 민간투자법」 제26조제1항에 따라 관리운영권을 설정받은 자를 말한다. 
민자사업, 제6호의 규정에 의한 사업시행자가 시행하는 사회기반시설의 신설ㆍ증설ㆍ개량 또는 운영을 위한 사업을 말한다. 
민자사업법인, 사업시행자로서 민자사업의 시행을 위해 별도로 설립된 법인을 말한다. 
민자유치, inducement of private investment;private capital inducement/introduction
민자유치사업, project for the inducement of private capital;private capital inducement project
민정수석비서관,Senior Secretary to the President for Civil Affairs
민정협력담당관,Civil-Politics Cooperation Officer
민주평화통일자문회의," National Unification Advisory Council, National Unification Advisory Council"
민주평화통일자문회의법,National Unification Advisory Council Act
민주화운동,"민주화운동관련자명예회복및보상등에관한법률 제2조제1호의 규정에 의한 민주화운동을 말한다. ,  1964년 3월 24일 이후 자유민주적 기본질서를 문란하게 하고 헌법에 보장된 국민의 기본권을 침해한 권위주의적 통치에 항거하여 헌법이 지향하는 이념 및 가치의 실현과 민주헌정질서의 확립에 기여하고 국민의 자유와 권리를 회복·신장시킨 활동을 말한다. ,  2ㆍ28대구민주화운동, 3ㆍ8대전민주의거, 3ㆍ15의거, 4ㆍ19혁명, 부ㆍ마항쟁, 인천5ㆍ3민주항쟁, 6ㆍ10항쟁 등 1948년 8월 15일 대한민국 정부수립 이후 헌법에 보장된 국민의 기본권을 침해한 권위주의적 통치에 항거하여 국민의 자유와 권리를 회복ㆍ신장시킨 활동으로서 대통령령으로 정하는 활동을 말한다. &lt;개정 2013.5.22, 2023.8.16&gt; "
민주화운동관련자명예회복및보상심의위원회,Commission for Democratization Movement Activists Honor-restoration and Compensation(폐지)
민주화운동기념사업회법,Korea Democracy Foundation Act
민중소송, public litigation
밀, 벼과(―科) 밀속(―屬) 식물 및 그 낟알을 말한다. 
밀가공품, 밀과 밀가루를 원료 또는 재료로 하여 가공한 식품 또는 가공품을 말한다. 
밀가루," 밀알을 선별, 가수(加水), 분쇄, 분리 등의 과정을 거쳐 얻은 분말 또는 이에 식품이나 식품첨가물을 가한 것을 말한다. "
밀도, 주어진 질량의 값을 부피로 나눈 값(g/㎖)을 말한다. 
밀링기," 여러 개의 절삭날이 부착된 절삭공구의 회전운동을 이용하여 고정된 공작물을 가공하는 공작기계를 말하며, 주요구조부는 다음 각 목과 같다. 
가. 칼럼(기둥) 
나. 공작물 테이블 
다. 아버 
라. 공구공급장치(머시닝센터로 한정한다) "
밀봉기기, 정상작동 중에 내부 용액이 팽창 및 수축하는 동안 외부 대기가 침입하지 못하도록 설계 및 제작된 기기를 말한다. 
밀봉선원," 기계적강도가 충분하여 파손될 우려가 없고, 부식되기 어려운 재료로 된 용기에 넣은 방사성동위원소로서 사용할 때에 방사선은 용기 외부로 방출하지만 방사성동위원소는 누출되지 못하도록 되어 있는 것을 말한다. ,  기계적인 강도가 충분하여 파손될 우려가 없고, 부식되기 어려운 재료로 된 용기에 넣은 방사성동위원소로서 사용할 때에 방사선은 용기외부로 방출하지만 방사성동위원소는 누출하지 못하도록 되어 있는 것을 말한다. ,  기계적인 강도가 충분하여 파손될 우려가 없고, 부식되기 어려운 재료로 된 용기에 넣은 방사성동위원소로서 사용할 때에 방사선은 용기 외부로 방출하지만 방사성동위원소는 누출하지 못하도록 되어 있는 것을 말한다. "
밀봉선원폐기물, 밀봉된 방사성동위원소로서 방사능이 감쇄되어 사용가치가 없거나 사업의 일부 또는 전부를 휴지 또는 폐지함으로써 폐기의 대상이 되는 밀봉선원을 말한다. 
밀봉장치, 밀봉도구를 사용해서 기기와 인입부 사이에 가스나 액체가 통과하지 못하도록 만든 장치를 말한다. 
밀봉포장, 병해충이 다시 침입할 수 없도록 포장된 상태를 말한다. 
밀산업," 다음 각 목의 어느 하나에 해당하는 것을 말한다. 
가. 밀 재배업·유통업·판매업 
나. 밀 제분업 
다. 밀가공품 제조업·유통업·판매업 
라. 그 밖에 밀, 밀가루 또는 밀가공품과 관련된 재화 또는 용역을 제공하는 산업으로서 농림축산식품부령으로 정하는 산업 "
밀산업종사자, 밀의 생산·가공·유통·판매 등 밀산업에 종사하는 자로서 대통령령으로 정하는 자를 말한다. 
밀수, smuggling;contraband
밀수신고," 일반 국민(이하 ""제보자""라 한다)이 밀수 등 범칙사실과 관세 등 탈루사실 및 원산지 등 위반사실을 서면, 구두, 전화, 팩스, 인터넷 등의 방법으로 관세청 및 세관에 알리는 것을 말한다. "
밀수신고센터, 밀수신고를 접수ㆍ처리하기 위하여 세관에 설치된 전담부서를 말한다. 
밀수입, 수입신고를 하지 아니하고 물품을 수입한 경우 또는 수입신고를 하였으나 당해 수입물품과 다른 물품으로 수입한 경우를 말한다. 
밀원식물," 꿀벌이 꽃꿀, 꽃가루와 수액의 수집을 위하여 찾아가는 식물로서 농림축산식품부령으로 정하는 것을 말한다. "
밀집지역, 영 제14조제1항에 따른 지역중소기업 밀집지역을 말한다. 
밀폐공간," 산소결핍, 유해가스로 인한 화재ㆍ폭발 등의 위험이 있는 장소로서 「산업안전보건기준에 관한 규칙」 제618조제1호에 따른 장소 중 지하시설물 측량과 관련된 것을 말한다. ,  산소결핍, 유해가스로 인한 질식ㆍ화재ㆍ폭발 등의 위험이 있는 장소로서 별표 18에서 정한 장소를 말한다. "
밀폐장치," 밸브의 주 유로를 폐쇄하는 기능을 가진 디스크, 플러그, 볼 등의 구성품을 말한다. "
밀항," 관계 기관에서 발행한 여권, 선원수첩, 그 밖에 출국에 필요한 유효한 증명 없이 대한민국 외의 지역으로 도항하거나 국경을 넘는 것을 말한다. "
밀항단속법,Stowaways Control Act
밀항사범," 여권, 선원수첩 등 출국에 필요한 유효한 증명없이 대한민국 이외의 지역으로 도항(渡航)ㆍ월경(越境)하거나 이선(離船)ㆍ이기(離機)한 범죄 또는 그런 죄를 저지른 사람을 말한다. "
밑면,
밑술, 효모를 배양ㆍ증식한 것으로서 당분이 포함되어 있는 물질을 알코올 발효시킬 수 있는 재료를 말한다. 
바다골재, 바다밑에서 채취하는 골재를 말한다. 
바다넷, 업무수행에 필요한 각종 정보와 지식 등을 공유하기 위하여 통합ㆍ연계하여 운영하는 내부 업무포털시스템을 말한다. 
바다로캠프," 학생, 일반인, 공무원 등 모든 국민을 대상으로 교육원 각종 실습장을 활용한 해양안전 교육·체험과정을 말한다. "
바다목장, 일정한 해역에 수산자원조성을 위한 시설을 종합적으로 설치하고 수산종자를 방류하는 등 수산자원을 조성한 후 체계적으로 관리하여 이를 포획ㆍ채취하는 장소를 말한다. 
바다숲, 갯녹음(백화현상) 등으로 해조류가 사라졌거나 사라질 우려가 있는 해역에 연안생태계 복원 및 어업생산성 향상을 위하여 해조류 등 수산종자를 이식하여 복원 및 관리하는 장소를 말한다[해중림(海中林)을 포함한다]. 
바다의인상, 바다의 의인을 발굴하여 사회적 귀감이 되도록 하기 위해 해양경찰청장이 수여하는 상을 말한다. 
바닥마감재, 온돌층 상부표면에 최종 마감되는 재료(발포비닐계 장판지ㆍ목재 마루 등)를 말한다. 
바닷가," 「해양조사와 해양정보 활용에 관한 법률」 제8조제1항제3호에 따른 해안선으로부터 지적공부(地籍公簿)에 등록된 지역까지의 사이를 말한다. ,  「공간정보의 구축 및 관리 등에 관한 법률」 제6조제1항제4호에 따른 해안선으로부터 지적공부(地籍公簿)에 등록된 지역까지의 사이를 말한다. ,  「공간정보의 구축 및 관리 등에 관한 법률」 제6조제1항제4호에 따른 해안선으로부터 지적공부(地籍公簿)에 등록된 지역까지의 사이를 말한다. "
바닷가등록부, 「공간정보의 구축 및 관리 등에 관한 법률」제2조에 따른 지적측량 및 수로조사와 제3호의 실태조사 등을 통하여 조사된 바닷가의 표시와 해당 바닷가의 점용ㆍ사용자 등을 기록한 대장 및 도면(정보처리시스템을 통하여 기록ㆍ저장된 것을 포함한다)을 말한다. 
바둑단체, 바둑의 발전ㆍ교육ㆍ국제교류 등을 주된 목적으로 설립된 국제기구ㆍ법인 또는 단체를 말한다. 
바둑전문기사, 대통령령으로 정하는 바둑 실력 검증대회를 통과하여 바둑 전문가 집단의 바둑 경기에 참가할 자격을 부여받은 사람으로서 직업적으로 각종 바둑 활동에 종사하는 사람을 말한다. 
바둑지도자, 「국민체육진흥법」 제11조에 따른 바둑 종목의 체육지도자 자격이 부여된 사람을 말한다. 
바르게살기운동조직, 바르게살기운동중앙협의회와 그 하부조직을 말한다. 
바르게살기운동조직육성법,Support of the Organization for Honest Living Movement Act
바른조달," 사명감과 긍지를 가지고 공명정대하게 업무를 수행함으로써 조달행정과 국가발전에 이바지하고자 우리가 실천하고 지향하여야 할 지표인 공정·봉사·책임이 새겨진 뜻이다. 
1. 공정：조달공무원은 공익을 우선하고 정직한 마음가짐으로 업무를 공정하게 처리한다. 
2. 봉사：조달공무원은 수요기관과 관련업체의 발전이 곧 나라의 발전이라는 신념을 가지고 헌신적으로 봉사한다. 
3. 책임：조달공무원은 창의와 성실과 청렴으로 맡은 바 책임을 다한다. "
바스켓, 여과를 목적으로 사용되는 드럼을 말한다. 
바우처," 중소ㆍ중견기업에 해당하는 주관연구개발기관이 협약기간 중 일정 시점 이후에 협약에서 지정하는 공동연구개발기관에 대한 전문기관의 연구개발비 지급을 정지ㆍ유예할 수 있는 권한을 말한다. ,  중소ㆍ중견기업에 해당하는 주관연구개발기관이 협약기간 중 일정 시점 이후에 협약에서 지정하는 공동연구개발기관에 대한 전문기관의 연구개발비 지급을 정지ㆍ유예할 수 있는 권한을 말한다. ,  정부보조금과 기업부담금의 총합인 사업비가 표시된 가상증서(온라인포인트)로서, 참여기업이 해외시장 개척활동 서비스를 자율적으로 선택하여 지원 받을 수 있는 권리를 말한다. ,  카지노영업장에서 게임을 진행함에 있어서 현금과 동일하게 사용가능 함을 보증하는 전표를 말한다. ,  카지노영업장에서 게임을 진행함에 있어서 현금과 동일하게 사용가능함을 보증하는 전표를 말한다. ,  카지노영업장에서 게임을 진행함에 있어서 현금과 동일하게 사용가능함을 보증하는 전표를 말한다. "
바이오가스," 바이오매스로부터 생성된 메탄이 주성분인 가스를 말한다. ,  「신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법」 제2조제2호바목에 해당하는 재생에너지 중 유기성 물질을 변환시켜 발생하는 가스(폐기물 매립시설의 유기성 폐기물을 변환시킨 매립지 가스는 제외한다)를 말한다. "
바이오나노과,Biotech and Nanotech Division
바이오마커," 지질학적으로 오랜 시간을 거쳐 생성된 유기화합물로 원유생성에 대한 다양한 정보를 제공하며, 다른 탄화수소에 비해 풍화의 영향에 안정한 화합물을 말한다. "
바이오매스," 「신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법」 제2조제2호바목에 따른 재생 가능한 에너지로 변환될 수 있는 생물자원 및 생물자원을 이용해 생산한 연료를 의미한다. ,  「신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법」 제2조제2호바목에 따른 재생 가능한 에너지로 변환될 수 있는 생물자원 및 생물자원을 이용해 생산한 연료를 의미한다. ,  지하 또는 지상에서 태양에너지를 받은 식물과 미생물의 광합성에 의하여 생성되는 식물체, 균체와 이를 먹고 살아가는 동물체를 포함하는 생물유기물을 말한다. 다만, 지층에 묻힌 물질, 화석화된 물질 및 토탄은 제외한다. "
바이오생약국,Biopharmaceuticals and Herbal Medicine Bureau
바이오생약심사부,Biopharmaceuticals and Herbal Medicine Evaluation Department
바이오의약품정책과,Biopharmaceutical Policy Division
바이오정보," 지문, 얼굴, 홍채, 정맥, 음성, 필적 등 개인을 식별할 수 있는 신체적 또는 행동적 특징에 관한 정보로서 그로부터 가공되거나 생성된 정보를 포함한다. ,  지문, 얼굴, 홍채, 정맥, 음성, 필적 등 개인을 식별할 수 있는 신체적 또는 행동적 특징에 관한 정보로서 그로부터 가공되거나 생성된 정보를 포함한다. ,  지문, 얼굴, 홍채, 정맥, 음성, 필적 등 개인을 식별할 수 있는 신체적 또는 행동적 특징에 관한 정보로서 그로부터 가공되거나 생성된 정보를 포함한다. ,  지문, 얼굴, 홍채, 정맥, 음성, 필적 등 개인을 식별할 수 있는 신체적 또는 행동적 특징에 관한 정보로서 그로부터 가공되거나 생성된 정보를 포함한다. ,  지문, 얼굴, 홍채, 정맥, 음성, 필적 등 개인을 식별할 수 있는 신체적 또는 행동적 특징에 관한 정보로서 그로부터 가공되거나 생성된 정보를 포함한다. "
바이오환경표준과,Biotech and Environmental Standards Division
바코드," 제4호에 따른 인체조직 표준코드를 포함한 숫자나 문자 등의 데이터를 일정한 약속에 의해 컴퓨터에 자동 입력시키기 위한 다음 각 목의 하나에 여백 및 광학적문자판독(Optical Character Recognition) 폰트의 글자로 구성되어 정보를 표현하는 수단으로서, 스캐너가 읽을 수 있도록 인쇄된 심벌(마크)을 말한다. 
가. 여러 종류의 폭을 갖는 백과 흑의 평형막대의 조합 
나. 일정한 배열로 이루어져 있는 정사각형 모듈 집합으로 구성된 데이터 매트릭스 ,  화장품 코드를 포함한 숫자나 문자 등의 데이터를 일정한 약속에 의해 컴퓨터에 자동 입력시키기 위한 다음 각 목의 하나에 여백 및 광학적문자판독(Optical Character Recognition) 폰트의 글자로 구성되어 정보를 표현하는 수단으로서, 스캐너가 읽을 수 있도록 인쇄된 심벌(마크)을 말한다. 
가. 여러 종류의 폭을 갖는 백과 흑의 평형 막대의 조합 
나. 일정한 배열로 이루어져 있는 사각형 모듈 집합으로 구성된 데이터 매트릭스 "
바탕파티클보드, 양쪽 표면에 표면가공을 하지 않은 그 자체의 파티클보드를 말한다. 
바텀애시,
박람회등," 무역·공업·농업·공예·학술·예술·스포츠분야 또는 과학적·교육적·문화적 활동의 촉진 또는 종교·예배 등의 장려 목적으로 이루어진 박람회, 전시회, 견본시 등을 말한다. "
박명, 항공장애 표시등 설치 위치의 배경 휘도가 50cd/㎡ 이상 500cd/㎡ 미만일 때를 말한다. 
박물관,"「박물관 및 미술관 진흥법」 제2조제1호의 시설을 말한다. ,  「박물관 및 미술관 진흥법」 제2조제1호에 따른 문화ㆍ예술ㆍ학문의 발전과 일반 공중의 문화향유 및 평생교육 증진에 이바지하기 위하여 역사ㆍ고고ㆍ인류 등에 관한 자료를 수집ㆍ관리ㆍ보존ㆍ조사 등을 하는 시설을 말한다. ,  문화ㆍ예술ㆍ학문의 발전과 일반 공중의 문화향유 및 평생교육 증진에 이바지하기 위하여 역사ㆍ고고(考古)ㆍ인류ㆍ민속ㆍ예술ㆍ동물ㆍ식물ㆍ광물ㆍ과학ㆍ기술ㆍ산업 등에 관한 자료를 수집ㆍ관리ㆍ보존ㆍ조사ㆍ연구ㆍ전시ㆍ교육하는 시설을 말한다. "
박물관자료," 박물관이 수집ㆍ관리ㆍ보존ㆍ조사ㆍ연구ㆍ전시하는 역사ㆍ고고ㆍ인류ㆍ민속ㆍ예술ㆍ동물ㆍ식물ㆍ광물ㆍ과학ㆍ기술ㆍ산업 등에 관한 인간과 환경의 유형적ㆍ무형적 증거물로서 학문적ㆍ예술적 가치가 있는 자료 중 대통령령으로 정하는 기준에 부합하는 것을 말한다. ,  박물관이 수집ㆍ관리ㆍ보존ㆍ조사ㆍ연구ㆍ전시하는 역사ㆍ고고ㆍ인류ㆍ민속ㆍ예술ㆍ동물ㆍ식물ㆍ광물ㆍ과학ㆍ기술ㆍ산업 등에 관한 인간과 환경의 유형적ㆍ무형적 증거물로서 학문적ㆍ역사적ㆍ예술적 가치가 있는 자료를 말한다. ,  박물관이 수집, 관리, 보존, 조사, 연구, 전시하는 산림 및 산림생물과 관련된 역사, 고고, 민속, 예술, 과학, 기술, 산업 등에 관한 유형적 증거물로서 학술적, 예술적 가치가 있는 자료를 말한다. 
2. ""소장유물""은 박물관 자료 중에서 이 규정에 의하여 등록된 유물(자료)과 등록예정유물, 일시 보관 유물을 말한다. , 「박물관 및 미술관 진흥법」 제2조제3호의 자료를 말한다. "
박물관장," 국립중앙박물관장 및 소속 지방박물관장, 국립민속박물관장, 대한민국역사박물관장과 국립한글박물관장을 말한다. "
박사연구원," 제7조의 자격을 갖추고 근로계약을 체결한 자를 말한다. ,  제7조의 자격을 갖추고 근로계약을 체결한자를 말한다. ,  제7조의 자격을 갖추고 근로계약을 체결한 자를 말한다. "
박사후연구원," 과학원에서 박사후 연수과정에 참여하는 자를 말한다. ,  제7조의 자격을 갖추고 근로계약을 체결한자를 말한다. ,  박사학위를 취득한 사람으로서 독창적인 연구능력 보충 등을 위한 연수ㆍ훈련을 위하여 국내외 전문기관에 일정 기간 전담연구원으로 채용되어 연구에 종사하는 사람을 말한다. "
박피, 도축과정에서 가축의 가죽을 인력이나 기계적으로 벗기는 작업방식을 말한다. 
반국가단체," 정부를 참칭하거나 국가를 변란할 것을 목적으로 하는 국내외의 결사 또는 집단으로서 지휘통솔체제를 갖춘 단체를 말한다. &lt;개정 1991.5.31&gt; 
[제목개정 1991.5.31] ,  anti-government organization"
반국가활동, anti-government activities
반납, 폐차로 인한 등록말소 대상인 전기자동차의 배터리를 시ㆍ도지사가 지정하는 장소로 운반하여 돌려주는 행위를 말한다. 
반납마약류, 의사의 처방에 의해 불출된 마약류가 환자의 상태변화 또는 사고 등의 이유로 일부 또는 전부가 반환된 마약류를 말한다. 
반대급부, consideration;counter presentation/benefit/payment;benefit in return
반대심문, cross-examination
반대의사, opposite intention;dissenting opinion
반대채권, counter obligation
반도체디스플레이과,"Semiconductor, Display and Electric Industries Division"
반도체심사과,Semiconductor Examination Division
반도체집적회로, 반도체 재료 또는 절연(絶緣) 재료의 표면이나 반도체 재료의 내부에 한 개 이상의 능동소자(能動素子)를 포함한 회로소자(回路素子)들과 그들을 연결하는 도선(導線)이 분리될 수 없는 상태로 동시에 형성되어 전자회로의 기능을 가지도록 제조된 중간 및 최종 단계의 제품을 말한다. 
반려, 사전컨설팅 대상이 아닌 사안에 대한 신청 등 신청요건에 부합하지 아니하여 사안에 대해 검토ㆍ처리하지 않고 되돌려주는 행위를 말한다. 
반려동물," 반려(伴侶)의 목적으로 기르는 개, 고양이 등 농림축산식품부령으로 정하는 동물을 말한다. ,  반려(伴侶) 목적으로 여행자가 동반(휴대)하여 수입하는 동물로 농림축산식품부령으로 정하는 동물을 말한다. 
3. ""수출국 정부""는 수출국의 동물 검역당국을 말한다. 
4. ""수출국 정부 수의관""은 ""수출국 정부"" 소속 수의사로서 검역관을 말한다. 
5. ""사육시설""은 수출국 정부에서 수출국 규정에 따라 허가 또는 등록된 시설로서 가축방역상 안전하다고 인정한 시설을 말한다. "
반려동물행동지도사, 반려동물의 행동분석ㆍ평가 및 훈련 등에 전문지식과 기술을 가진 사람으로서 제31조제1항에 따른 자격시험에 합격한 사람을 말한다. 
반론, objection;counter-argument
반론보도," 언론의 보도 내용의 진실 여부와 관계없이 그와 대립되는 반박적 주장을 보도하는 것을 말한다. ,  「언론중재 및 피해구제 등에 관한 법률」제2조제17호에 따른 반론보도를 말한다. ,  objection report;refuting report;news of counter-argument"
반면형면체, 안면에서 코 및 입주위만을 덮는 구조의 면체를 말한다. 
반복,repetition (repeat);continuance (continue)
반복계약, 동일물품을 해당연도 내 수요기관에서 2회 이상 구매요청 하는 물자의 계약을 말한다. 
반복민원," 민원인이 동일한 내용의 진정·이의신청 및 시정요구 등에 관한 민원서류를 정당한 사유없이 동일기관에 3회 이상 반복하여 제출하는 민원을 말한다. ,  이미 처리가 완료된 민원과 동일한 내용의 민원(법정민원 제외)이 정당한 사유없이 3회 이상 반복하여 접수되는 민원을 말한다. ,  민원인이 같은 내용의 민원(법정민원을 제외한다)을 정당한 사유 없이 3회 이상 반복하여 제출하는 민원을 말한다. ,  민원인이 동일한 내용의 민원(법정민원을 제외한다)을 정당한 사유 없이 3회 이상 반복하여 제출한 경우를 말한다. ,  민원인이 동일한 내용의 민원(법정민원을 제외한다.)을 정당한 사유 없이 3회 이상 반복하여 제출한 경우를 말한다. ,  민원인이 같은 내용의 민원(법정민원을 제외한다)을 정당한 사유 없이 3회 이상 반복하여 제출하는 민원을 말한다. ,  민원인이 동일한 내용의 진정·이의신청 및 시정요구 등에 관한 민원서류를 정당한 사유 없이 동일기관에 3회 이상 반복하여 제출하는 민원을 말한다. ,  같은 민원인이 신청하는 동일한 내용의 민원을 말한다. ,  이미 처리가 완료된 민원과 동일한 내용의 민원(법정민원 제외)을 정당한 사유 없이 3회 이상 반복하여 제출하는 민원을 말한다. ,  민원인이 동일한 내용의 진정ㆍ이의신청 및 시정요구 등에 관한 민원서류를 정당한 사유 없이 동일기관에 3회 이상 반복하여 제출하는 민원을 말한다. ,  민원인이 동일한 내용의 진정·이의신청 및시정요구 등에 관한 민원서류를 정당한 사유없이 동일기관에 3회이상 반복하여 제출하는 민원을 말한다. ,  민원인이 동일한 내용의 민원(법정민원을 제외한다.)을 정당한 사유 없이 3회 이상 반복하여 제출한 경우를 말한다. ,  이미 처리가 완료된 민원과 동일한 내용의 민원(법정민원 제외)이 정당한 사유없이 3회 이상 반복하여 접수되는 민원을 말한다. ,  민원인이 동일한 내용의 민원(법정민원을 제외한다.)을 정당한 사유 없이 3회 이상 반복하여 제출한 경우를 말한다. "
반복성," 동일한 시료 및 분석법을 이용하여 같은 실험실, 장비 및 분석자에 의해 연속적으로 측정하여 얻은 분석결과 간의 일치하는 정도를 말하며, 동일한 측정조건에서 반복 시험하여 얻은 정밀도를 의미한다. ,  동일한 시료 및 분석법을 이용하여 같은 실험실, 장비 및 분석자에 의해 연속적으로 측정하여 얻은 분석결과 간의 일치하는 정도를 말하며, 동일한 측정조건에서 반복 시험하여 얻은 정밀도를 의미한다. ,  단기간 내 동일한 측정대상을 반복 측정하였을 때 그 측정값의 일치하는 정도를 말한다. "
