Word,Definition
수계," 본류하천의 종점을 기준으로 동일 유역에 속하는 하천 전체를 말한다. ,  본류하천의 종점을 기준으로 동일 유역에 속하는 하천 전체를 말한다. ,  taking-over (take over)"
수계기금연구사업, 수계관리기금에서 위탁받아 수행하는 연구사업을 말한다. 
수계신청, application for taking-over
수고, 지표면으로부터 수목 상단부까지의 수직높이를 말한다. 
수관층, 초목의 높이로 보정된 기본지구표면(Bare Earth)을 말한다. 
수관폭, 수목의 녹엽 부분을 수평면에 수직으로 투영한 최대 지름을 말한다. 
수광기, 투광기에서 나오는 광선을 받는 장치를 말한다. 
수광부, 투광부에서 나오는 광선을 받는 장치를 말한다. 
수괴, ringleader
수권, delegation of authority/delegation
수권행위, act of delegation of authority/delegation
수급관리재료, 제1호에 따른 전통재료 중 생산량이 부족하거나 적기에 확보가 어려워 국가적인 차원에서 지원 또는 비축이 필요한 전통재료(전통재료를 구성하는 원료 및 중간재를 포함한다)로서 제13조 각 호에 따른 제1급수급관리재료 및 제2급수급관리재료를 말한다. 
수급권," 이 법에 따른 급여를 받을 권리를 말한다. ,  이 법에 따라 장애인연금을 받을 수 있는 자격을 말한다. "
수급권자," 제3조 각 호에 따른 보상금 및 수당 등(이하 ""보훈급여금등""이라 한다)을 지급받을 권리가 있는 사람을 말한다. ,  수급권을 가진 자를 말한다. ,  이 법에 따른 급여를 받을 수 있는 자격을 가진 사람을 말한다. "
수급사업자," 제2항 각 호에 따른 원사업자로부터 제조등의 위탁을 받은 중소기업자를 말한다. 
1. 제조등의 위탁을 한 회사가 제2항 각 호의 어느 하나에 해당하지 아니하더라도 이 법에 따른 원사업자로 본다. 
2. 제조등의 위탁을 받은 회사가 제3항에 해당하더라도 이 법에 따른 수급사업자로 보지 아니한다. ,  subcontractor"
수급아동," 제9조에 따라 아동수당의 지급이 결정되어 아동수당을 받을 예정이거나 받고 있는 아동을 말한다. ,  특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장이 제3조에 따라 양육수당의 지급을 결정하여 양육수당을 받을 예정이거나 받고 있는 아동을 말한다. "
수급업체," 검찰청에서 공사, 용역 등을 도급받은 업체를 말한다. "
수급인," 도급인으로부터 물건의 제조ㆍ건설ㆍ수리 또는 서비스의 제공, 그 밖의 업무를 도급받는 사업주를 말한다. ,  도급인으로부터 물건의 제조ㆍ건설ㆍ수리 또는 서비스의 제공, 그 밖의 업무를 도급받은 사업주를 말한다. ,  발주자로부터 전기공사를 도급받은 공사업자를 말한다. ,  발주자로부터 건설공사를 도급받은 건설사업자를 말하고, 하도급의 경우 하도급하는 건설사업자를 포함한다. ,  발주자로부터 문화재수리ㆍ실측설계 또는 감리를 도급받은 문화재수리업자ㆍ문화재실측설계업자 또는 문화재감리업자를 말한다. ,  발주자로부터 소프트웨어사업을 도급받은 소프트웨어사업자를 말한다. ,  도급인으로부터 물건의 제조ㆍ건설ㆍ수리 또는 서비스의 제공, 그 밖의 업무를 도급받은 사업주를 말한다. , 「건설기술진흥법」제2조제1호에 따른 건설공사 또는 같은 법 제2조제3호에 따른 건설기술용역을 발주청으로부터 도급받은 자를 말한다. ,  보훈부로부터 물건의 제조ㆍ건설ㆍ수리 또는 서비스의 제공, 그 밖의 업무를 도급받은 사업주를 말한다. ,  발주자로부터 해당 건설공사를  최초로 수급받은 자를 말한다 ,  발주자로부터 공사를 도급받은 공사업자를 말한다. , 국가기관등의 장으로부터 소프트웨어사업의 전부 또는 일부를 도급받은 소프트웨어사업자를 말하며, 하도급관계에서는 하도급하는 사업자를 포함한다. ,  도급인으로부터 물건의 제조ㆍ건설ㆍ수리 또는 서비스의 제공, 그 밖의 업무를 도급받은 사업주를 말한다. ,  공공기관등의 장으로부터 정보보호시스템 구축 사업의 전부 또는 일부를 도급받은 정보보호시스템 구축 사업자를 말하며, 하도급의 경우 하도급하는 사업자를 포함한다. ,  발주자로부터 국가유산수리를 도급받는 자를 말한다. ,  contractor"
수급자," 제9조제2항에 따라 수급자로 인정되어 활동지원급여를 받을 예정이거나 받고 있는 사람을 말한다. ,  이 법에 따른 급여를 받고 있는 자를 말한다. ,  이 법에 따른 급여를 받는 사람을 말한다. ,  이 법에 따라 장애인연금을 받는 사람을 말한다. ,  주거급여를 받는 사람을 말한다. ,  사회보장급여를 받고 있는 사람을 말한다. ,  수급자격자로서 취업지원서비스 또는 구직촉진수당을 받는 사람을 말한다. "
수급자격자," 제6조 또는 제7조에 따른 취업지원서비스 또는 구직촉진수당의 수급 요건을 갖추어 제10조에 따라 수급자격이 인정된 사람을 말한다. ,  qualified recipient"
수급정보, 규칙 제45조제1항에 따라 보고받은 사항을 말한다. 
수급품," 이 법에 따라 수급자에게 지급하거나 대여하는 금전 또는 물품을 말한다. ,  이 법에 따라 수급자에게 지급하거나 대여하는 금전 또는 물품을 말한다. "
수난구호," 수상에서 조난된 사람 및 선박, 항공기, 수상레저기구 등(이하 ""선박등""이라 한다)의 수색ㆍ구조ㆍ구난과 구조된 사람ㆍ선박등 및 물건의 보호ㆍ관리ㆍ사후처리에 관한 업무를 말한다. ,  수상에서 조난된 사람 및 선박, 항공기, 수상레저기구 등(이하 ""선박 등""이라 한다)의 수색·구조·구난과 구조된 사람·선박 등 및 물건의 보호·관리·사후처리에 관한 업무를 말한다. ,  수상에서 조난된 사람 및 선박, 항공기, 수상레저기구 등(이하 ""선박 등""이라 한다)의 수색·구조·구난과 구조된 사람·선박 등 및 물건의 보호·관리·사후처리에 관한 업무를 말한다. ,  「수상에서의 수색ㆍ구조 등에 관한 법률」 제2조제4호에 따른 수난구호를 말한다. ,  sea and river disaster relief"
수난구호법,Rescue and Aid at Sea and in the River Act
수난구호비용," 다음 각 호의 어느 하나에 해당하는 비용을 말한다. 
1. 제16조제3항에 따른 조난된 선박등의 예인에 소요된 비용 
2. 제29조제1항의 명령에 따라 조난된 선박등과 그 여객ㆍ승무원의 수난구호에 종사한 자의 노무에 대한 보수와 그 밖의 구조비용 
3. 제29조제1항에 따른 선박ㆍ자동차ㆍ항공기ㆍ토지ㆍ건물, 그 밖의 물건 등의 사용에 대한 손실보상비용 
4. 구조된 물건의 운반ㆍ보관 또는 공매에 소요된 비용 "
수난구호협력기관," 수난구호를 위하여 협력하는 중앙행정기관ㆍ지방자치단체, 「재난 및 안전관리 기본법」 제3조제8호에 따른 긴급구조지원기관, 대통령령으로 정하는 공공단체를 말한다. ,  sea and river disaster relief cooperation organizations"
수납대행가맹점, 신용카드업자와의 별도의 계약에 따라 다른 신용카드가맹점을 위하여 신용카드등에 의한 거래에 필요한 행위로서 대통령령으로 정하는 사항을 대행하는 신용카드가맹점을 말한다. 
수납식, 횡봉이 종봉내에 수납되어 사용하는 때에 횡봉을 꺼내어 사용할 수 있는 구조를 말한다. 
수납형, 비상콘센트설비의 플럭접속기 및 배선용차단기등이 노출된 구조로 옥내소화전함 등의 내부에 설치되는 형태의 비상콘센트설비를 말한다. 
수능수학연구소,Scholastic Ability Mathematics Institute
수당," 직무여건 및 생활여건 등에 따라 지급되는 부가급여를 말한다. ,  직무여건 및 생활여건 등에 따라 지급되는 부가급여를 말한다. ,  직무여건 및 생활여건등에 따라 지급되는 부가급여를 말한다. 
4. 삭제 &lt;1990.1.15&gt; 
5. 삭제 &lt;1990.1.15&gt; ,  「공무원수당 등에 관한 규정」에 근거하여 직무여건 및 생활여건 등에 따라 지급되는 부가급여를 말한다. ,  직무여건 및 생활여건 등에 따라 지급되는 부가급여를 말한다. ,  allowance;stipend"
수당지급, payment of allowance;disbursement of allowance
수도," 관로(管路), 그 밖의 공작물을 사용하여 원수나 정수를 공급하는 시설의 전부를 말하며, 일반수도ㆍ공업용수도 및 전용수도로 구분한다. 다만, 일시적인 목적으로 설치된 시설과 「농어촌정비법」 제2조제6호에 따른 농업생산기반시설은 제외한다. ,  waterways;water supply;water channel"
수도공급설비," 「수도법」 제3조제5호의 규정에 의한 수도(일반수도 및 공업용수도에 한한다)중 다음 각호의 시설을 말한다. &lt;개정 2005.7.1&gt; 
1. 취수시설ㆍ저수시설ㆍ정수시설 및 배수시설 
2. 전용관로부지상에 설치하는 도수시설 및 송수시설 "
수도공사, 수도시설을 신설ㆍ증설 또는 개조하는 공사를 말한다. 
수도권, 「수도권정비계획법」 제2조제1호에 따른 수도권을 말한다. 
수도권과밀억제권역, 「수도권정비계획법」 제6조제1항제1호에 따른 과밀억제권역을 말한다. 
수도권대기환경청,Metropolitan Air Quality Management Office
수도권매립지, 인천광역시 서구 오류동ㆍ왕길동ㆍ백석동ㆍ경서동 및 검암동과 경기도 김포시 양촌면에 있는 광역폐기물처리시설을 말한다. 
수도권매립지관리공사,Sudokwon Landfill Site Management Corporation
수도권정비계획, 「국토기본법」 제6조제2항제1호에 따른 국토종합계획을 기본으로 하여 제4조에 따라 수립되는 계획을 말한다. 
수도권정비계획법,Seoul Metropolitan Area Readjustment Planning Act
수도권정책과,Seoul Metropolitan Area Policy Division
수도권지역," 서울특별시와 인천광역시 및 경기도 일원의 지역을 말한다. &lt;개정 1999.12.31&gt; 
1. 도로ㆍ교통 및 운수관련사항 
2. 환경오염방지 및 환경보전에 관한 사항 
3. 수자원등의 이용에 관한 사항 
4. 기타 수도권의 광역행정상 필요한 사항 "
수도법,Water Supply and Waterworks Installation Act
수도사업," 일반 수요자 또는 다른 수도사업자에게 수도를 이용하여 원수나 정수를 공급하는 사업을 말하며, 일반수도사업과 공업용수도사업으로 구분한다. ,  waterworks;waterwork business"
수도사업자," 「수도법」 제3조제21호에 따른 수도사업자를 말한다. ,  「수도법」 제3조제21호에 따른 수도사업자를 말한다. ,  「수도법」 제3조제21호에 따른 수도사업자를 말한다. ,  제2조의 규정에 의한 대상시설을 설치·운영·관리하는 법 제3조제19호의 규정에 의한 일반수도사업자로서 관할 지역의 특별시장·광역시장·시장·군수(광역시의 군수를 제외한다) 및 한국수자원공사 사장을 말한다. ,  일반수도사업자와 공업용수도사업자를 말한다. ,  「수도법」 제3조제21호에 따른 수도사업자를 말한다. "
수도시설," 원수나 정수를 공급하기 위한 취수(取水)ㆍ저수(貯水)ㆍ도수(導水)ㆍ정수(淨水)ㆍ송수(送水)ㆍ배수시설(配水施設), 급수설비, 그 밖에 수도에 관련된 시설을 말한다. "
수도시설관리권, 수도시설을 유지ㆍ관리하고 그로부터 생산된 원수 또는 정수를 공급받는 자에게서 요금을 징수하는 권리를 말한다. 
수도용지, water supply site
수도정책과,Water Supply and Sewerage Policy Division
수돗물공급사업, tap-water providing business
수돗물불소농도조정사업, 치아우식증(충치)의 발생을 예방하기 위하여 상수도 정수장 또는 수돗물 저장소에서 불소화합물 첨가시설을 이용하여 수돗물의 불소농도를 적정수준으로 유지ㆍ조정하는 사업 또는 이와 관련되는 사업을 말한다. 
수동계측, 계측기기로부터 데이터 값을 인력으로 측정하여 그 측정된 데이터 값을 별도의 전산입력 작업을 통하여 분석하는 계측을 의미한다. 
수동방연댐퍼, 댐퍼의 열림 및 닫힘이 선원에 의해 수동으로 조작되는 방연댐퍼를 말한다. 
수동방화댐퍼, 댐퍼의 열림 및 닫힘이 선원에 의해 수동으로 조작되는 방화댐퍼를 말한다. 
수동밸브, 다른 동력을 이용하지 않고 사람의 힘으로 작동하는 밸브를 말한다. 
수동보고," 어선위치추적장치가 정상적으로 작동하지 아니할 경우 무선통신, 팩스, 전자우편 등 다른 통신수단을 활용하여 운항 정보를 전송하는 것을 말한다. "
수동분석,개별소비세에 관한 각종정보 및 자료를 세무공무원이 직접 분석하는 것을 말한다. 
수동운영, TCSS를 근무자가 인위적으로 조작하는 상태를 말한다. 
수동자료," 전산매체자료 이외에 수작업으로 작성한 자료를 말한다. ,  국세청장(자산과세국장)이 일괄 구축하여 통보하는 정기ㆍ신고ㆍ수시자료 외에 세무서장(종합부동산세 담당과장)이 개별적으로 수집한 종합부동산세 과세자료(시장ㆍ군수가 공문 등으로 납세지 관할 세무서에 통보한 경우를 포함)를 말한다. "
수동적수입," 다음 각 호의 어느 하나에 해당하는 수입을 포함한다. 
1. 이자 
2. 배당 
3. 유사 이자수입 
4. 임대료 또는 사용료 
5. 연금 
6. 수동적 금융자산(제1호부터 제5호까지의 수입을 발생시키는 금융자산을 말한다. 이하 같다)의 매매ㆍ교환에 따른 순이익 
7. 금융자산 거래(선도ㆍ선물ㆍ옵션거래와 그 밖의 유사한 거래를 포함한다)에 따른 순이익 
8. 외환거래에 따른 순이익 
9. 스왑거래에 따른 순수입 
10. 현금가치보험계약에 따라 받은 금액 
1. 단체의 적극적 영업 활동에서 발생하는 임대료 또는 사용료 
2. 수동적 금융자산ㆍ파생상품ㆍ그 밖의 이와 유사한 금융상품의 매매ㆍ교환을 영업으로 하는 자가 통상적인 영업수행 과정에서 체결한 거래에서 수취한 금액. 다만, 자본시장법에 따른 투자매매업자 및 외국 투자매매업자의 경우에는 거래에서 수취한 배당 또는 이자를 제외한다. ,  다음 각 호의 어느 하나에 해당하는 수입을 포함한다. 
1. 이자 
2. 배당 
3. 유사 이자수입 
4. 임대료 또는 사용료 
5. 연금 
6. 수동적 금융자산(제1호부터 제5호까지의 수입을 발생시키는 금융자산을 말한다. 이하 같다)의 매매ㆍ교환에 따른 순이익 
7. 금융자산 거래(선도ㆍ선물ㆍ옵션거래와 그 밖의 유사한 거래를 포함한다)에 따른 순이익 
8. 외환거래에 따른 순이익 
9. 스왑거래에 따른 순수입 
10. 현금가치보험계약에 따라 받은 금액 
1. 단체의 적극적 영업 활동에서 발생하는 임대료 또는 사용료 
2. 수동적 금융자산ㆍ파생상품ㆍ그 밖의 이와 유사한 금융상품의 매매ㆍ교환을 영업으로 하는 자가 통상적인 영업수행 과정에서 체결한 거래에서 수취한 금액. 다만, 자본시장법에 따른 투자매매업자 및 외국 투자매매업자의 경우에는 거래에서 수취한 배당 또는 이자를 제외한다. "
수동점등스위치, 광원점등식피난유도선중 수동으로 표시부의 광원을 수동으로 점등시키는 기능의 스위치를 말한다. 
수동채권, passive claim;passive obligation
수락,acceptance (accept)
수량,에는 개별 규격(모델)의 거래수량을 입력하여야 한다. 
수력," 다목적댐의 발전소와 설비용량이 3,000kW 이상인 일반 수력발전소를 말한다. "
수련, 병역판정검사전담의사로 복무 중인 사람이 병역판정검사를 하지 아니하는 기간 중 군병원 또는 병무청장이 지정한 병원에서 직무와 관련된 연수를 실시하는 것을 말한다. 
수련기관," 「전공의의 수련환경 개선 및 지위 향상을 위한 법률」 제13조제1항에 따라 지정된 의과대학, 의학전문대학원 또는 보건관계기관을 말한다. ,  보건복지부장관의 지정을 받아 치과의사 전공의를 수련시키는 치과대학 또는 치의학전문대학원을 말한다. "
수련병원, 「전공의의 수련환경 개선 및 지위 향상을 위한 법률」 제13조제1항에 따라 지정된 의료기관을 말한다. 
수련병원등," 전공의를 수련시키기 위하여 「전공의의 수련환경 개선 및 지위 향상을 위한 법률」(이하 ""전공의법""이라 한다) 제13조에 따라 지정된 의료기관, 의과대학, 의학전문대학원 및 그 밖의 보건관계기관을 말한다. ,  전공의를 수련시키기 위하여 「전공의의 수련환경 개선 및 지위 향상을 위한 법률」(이하 ""전공의법""이라 한다) 제13조에 따라 지정된 의료기관, 의과대학, 의학전문대학원 및 그 밖의 보건관계기관을 말한다. ,  전공의를 수련시키기 위하여 「전공의의 수련환경 개선 및 지위 향상을 위한 법률」(이하 ""전공의법""이라 한다) 제13조에 따라 지정된 의료기관, 의과대학, 의학전문대학원 및 그 밖의 보건관계기관을 말한다. ,  전공의를 수련시키기 위하여「전공의의 수련환경 개선 및 지위 향상을 위한 법률」(이하 ""전공의법""이라 한다) 제13조에 따라 지정된 의료기관, 의과대학, 의학전문대학원 및 그 밖의 보건관계기관을 말한다. ,  전공의를 수련시키기 위하여 제13조에 따라 지정된 의료기관, 의과대학, 의학전문대학원 및 그 밖의 보건관계기관을 말한다. "
수련원," 해양경찰청과 그 소속기관(이하 ""해양경찰관서""라 한다)에 소속된 직원들이 심신단련, 정서함양, 직무교육ㆍ연수 및 워크숍 등을 목적으로 제공되는 상시 또는 임시로 설치된 시설을 말한다. "
수련치과병원, 보건복지부장관의 지정을 받아 치과의사전공의를 수련시키는 의료기관을 말한다. 
수련한방병원, 보건복지부장관의 지정을 받아 한방전공의를 수련시키는 한방병원(한방진료부가 설치되어 있는 국공립병원 및 국립중앙의료원을 포함한다. 이하 같다)을 말한다. 
수련환경," 전공의 수련을 위한 시설ㆍ인력ㆍ장비ㆍ진료실적 등 수련병원 등 및 수련전문과목의 지정기준에 해당하는 사항, 수련시간ㆍ휴식시간 등 수련규칙 사항, 전공의 수련 교과 과정 및 보수 등 전공의 처우에 관한 사항 등을 말한다. ,  전공의 수련을 위한 시설ㆍ인력ㆍ장비ㆍ진료실적 등 수련병원 등 및 수련전문과목의 지정수준에 해당하는 사항, 수련시간ㆍ휴식시간 등 수련규칙 사항, 전공의 수련교과 과정 및 보수 등 전공의 처우에 관한 사항 등을 말한다.〈일부개정 2020. 1. 8 .〉 
 ,  전공의 수련을 위한 시설ㆍ인력ㆍ장비ㆍ진료실적 등 수련병원등 및 수련전문과목의 지정기준에 해당하는 사항, 수련시간ㆍ휴식시간 등 수련규칙 사항, 전공의 수련 교과 과정 및 보수 등 전공의 처우에 관한 사항 등을 말한다. ,  전공의 수련을 위한 시설ㆍ인력ㆍ장비ㆍ진료실적 등 수련병원등 및 수련전문과목의 지정기준에 해당하는 사항, 수련시간ㆍ휴식시간 등 수련규칙 사항, 전공의 수련 교과 과정 및 보수 등 전공의 처우에 관한 사항 등을 말한다. ,  전공의 수련을 위한 시설ㆍ인력ㆍ장비ㆍ진료실적 등 수련병원 등 및 수련 전문과목의 지정기준에 해당하는 사항, 수련시간ㆍ휴식시간 등 수련규칙 사항, 전공의 수련 교과 과정 및 보수 등 전공의 처우에 관한 사항 등을 말한다. 
 ,  전공의 수련을 위한 시설ㆍ인력ㆍ장비ㆍ진료실적 등 수련병원등 및 수련전문과목의 지정기준에 해당하는 사항, 수련시간ㆍ휴식시간 등 수련규정 사항, 전공의 수련 교과 과정 및 보수 등 전공의 처우에 관한 사항 등을 말한다. "
수렵장설정자,법 제42조제5항의 규정에 의하여 환경부장관으로부터 수렵장 설정승인을 받은 자를 말한다. 
수령," 수급사업자가 납품등을 한 목적물등을 받아 원사업자의 사실상 지배하에 두게 되는 것을 말한다. 다만, 이전(移轉)하기 곤란한 목적물등의 경우에는 검사를 시작한 때를 수령한 때로 본다. , acceptance (accept);receipt (receive)"
수령거부, refusal to accept/receive
수령인," 본인을 대신하여 통지서를 수령한 가족(배우자, 직계혈족 및 형제자매 또는 사실상 생계를 같이하는 직계혈족의 배우자, 배우자의 직계혈족 및 배우자의 형제자매) 중 성년자, 본인이 선정한 통지서 수령인 및 주민등록법상 세대주를 말한다. <개정 2011.12.29., 2013.1.7., 2021.11.18.> "
수령증, receipt
수로," 취수설비, 침사지, 도수로, 헤드탱크, 서지탱크, 수압관로 및 방수로를 말한다. "
수로서지,「측량·수로조사 및 지적에 관한 법률」제2조 제14호에서 정한 간행물을 말한다. 
수로측량," 법 제2조제3호에 따른 것으로 해저지형(수심), 해저퇴적물, 해저지층, 지구자기, 중력, 지질, 해안선 등을 조사하는 것을 말한다. ,  다음 각 목의 측량 또는 조사를 말한다. 
가. 해양 등 수역(水域)의 수심ㆍ지구자기(地球磁氣)ㆍ중력ㆍ지형ㆍ지질의 측량과 해안선 및 이에 딸린 토지의 측량 
나. 선박의 안전항해를 위하여 실시하는 항해목표물, 장애물, 항만시설, 선박편의시설, 항로 특이사항 및 유빙(流氷) 등에 관한 자료를 수집하기 위한 항로조사 
다. 연안(「연안관리법」 제2조제1호에 따른 연안을 말한다. 이하 같다)의 자연환경 실태와 그 변화에 대한 조사 "
수로측량원도," 수심, 등심선, 해안선, 항해위험물, 표층퇴적물 등 수로측량 결과를 종합하여 제작한 도면을 말한다. "
수뢰, acceptance of a bribe
수료," 소정훈련일수(전체 훈련기간 동안 실시하기로 되어 있는 훈련일수를 말한다)의 100분의 80 이상을 출석한 것을 말한다. ,  소정훈련일수 또는 소정훈련시간의 100분의 80 이상을 출석하고 훈련을 이수한 경우를 말한다. 다만, 원격훈련은 학습진도율이 100분의 80 이상(단, 1일 학습시간은 8시간을 초과하지 않아야 한다)이며, 훈련기간 종료일까지 진행단계 평가와 최종평가를 이수하고 성적이 60점 이상(100점 만점 기준)인 것을 말한다. ,  전문과정에서 제45조의 수료요건을 충족하고 소정과정을 이수한 것을 말한다. "
수료생,중도탈락하지 않고 프로그램 이수하거나 조기취업한 자를 말한다. 
수료자,근태평가 기준을 충족한 사람을 말한다. 
수료증, 교육기관에서 주관하는 교육과정을 이수한 후 교육기관의 장이 발행하는 증서를 말한다. 
수륙양용자동차, 「자동차관리법」 제2조제1호에 따른 자동차로서 수상에서 항행할 수 있는 구조와 장치 등을 갖춘 자동차를 말한다. 
수리," 고장이나 파손된 상태(강도, 구조 및 성능 등)를 본래의 상태로 회복시키기 위하여 인가된 기준에 따라 수행되는 작업을 말한다. ,  어떤 품목이 본래의 요건에 적합하고 신뢰할 수 있는 상태까지 부적합한 특성을 복귀시키는 것을 말한다. ,  의료기기를 허가 또는 인증을 받거나 신고한 성능, 구조, 정격, 외관, 치수 등을 변환하지 아니하는 범위에서 고치는 것을 말한다. , reception (receive);acceptance (accept), repair (repair)"
수리권," water right,  right to repair"
수리기능자, skilled repairman;repairing-skilled person
수리기술과,Preservation Technology Division
수리기술자, repairing technician
수리내용," 세척, 보존처리, 칠, 배접, 도금(개금) 등 당해 문화유산을 직접 수리하는 것을 말한다. "
수리보고서, 법 제36조제1항에 따라 국가유산수리업자가 도급받은 국가유산수리에 대하여 착수부터 완료까지의 전반을 기록화한 국가유산수리 보고서를 말한다. 
수리부속품," 무기체계를 수리 또는 정비하기 위하여 사용되는 자재로서 다음과 같이 ‘부분품(part)’, ‘결합체(assembly)’, ‘구성품(component)’을 통칭한다. 
가. 부분품(part): 한 개의 품목이 그 이상 분해될 수 없거나 또는 그 품목을 더 이상 분해하는 것이 실질적으로 불가능한 최소 단위 품목을 말한다. (예 : 볼트, 너트, 와셔, 핀 등) 
나. 결합체(assembly): 두 개 또는 그 이상의 부분품(part)이 서로 연결되었거나 서로 관련되어 뭉쳐진 품목으로서 부분품으로 분해될 수 있는 품목을 말한다. (예 : 카브레타, 제네레타, 증폭기, 방아틀 뭉치, 노리쇠 뭉치 등) 
다. 구성품(component): 두 개 이상의 결합체(assembly)가 연결 또는 결합되어 한 개의 물체로 구성된 품목으로서 독자적인 성능을 발휘할 수 있지만 외부에서 조정하거나, 전원을 공급해 주어야 하는 품목을 말한다. (예 : 엔진, 트랜스미션 등) "
수리비, cost of repair
수리비요율방식, 국가유산수리비에 일정 요율을 곱하여 산출한 금액에 추가업무비용과 부가가치세를 합산하여 대가를 산출하는 방식을 말한다. 
수리업경력, 국가유산수리업자가 입찰공고일 현재 보유하고 있는 국가유산수리업의 등록일부터 입찰공고일까지의 기간을 말한다. 
수리업자," 법 제14조제1항에 따른 국가유산수리업자로서 해당 국가유산수리를 도급받은 자(하수급인을 포함한다. 이하 같다)를 말한다. ,  법 제14조제1항에 따른 국가유산수리업자로서 해당 국가유산수리를 도급받은 자(하수급인을 포함한다. 이하 같다)를 말한다. ,  법 제14조제1항에 따른 국가유산수리업자로서 해당 국가유산수리를 도급받은 자(하수급인을 포함한다. 이하 같다)를 말한다. ,  repair businessman"
수리위탁," 사업자가 주문을 받아 물품을 수리하는 것을 업으로 하거나 자기가 사용하는 물품을 수리하는 것을 업으로 하는 경우에 그 수리행위의 전부 또는 일부를 다른 사업자에게 위탁하는 것을 말한다. ,  repair entrustment"
수리자," 당해 동산문화유산의 수리를 담당하는 국가유산수리기술자, 국가유산수리기능자 또는 국가유산수리업자 등을 말한다. "
수림대, 벌채구역과 벌채구역 사이 또는 벌채지 내에서 띠 형태로 존치하는 구간 
수립, establishment (establish)
수매, 지원장이 채종농가가 생산ㆍ건조하여 소형 및 대형 포장재에 담아둔 종자를 구입하는 것을 말한다. 
수매검사, 지원장이 종자를 수매하기 위하여 본 기준에 의거 농가별로 직접시료를 채취하여 검사한 후 합격ㆍ불합격에 따라 수매 여부를 결정하는 것을 말한다. 
수매비축사업," 계절적 수급과 가격변동이 큰 품목 또는 국민식생활에 가격안정이 요구되는 품목, 그리고 국내 생산기반 유지가 필요한 품목 중에서 일정 물량을 수매ㆍ비축하여 가격 상승기에 방출함으로써 가격안정 기능을 수행하는 사업을 말한다. "
수면관리자," 「내수면어업법」 제2조제4호에 따른 수면관리자를 말한다. ,  다른 법령에 따라 호소를 관리하는 자를 말한다. 이 경우 동일한 호소를 관리하는 자가 둘 이상인 경우에는 「하천법」에 따른 하천관리청 외의 자가 수면관리자가 된다(「물환경보전법」제2조제15호). ,  다른 법령에 따라 호소를 관리하는 자를 말한다. 이 경우 동일한 호소를 관리하는 자가 둘 이상인 경우에는 「하천법」에 따른 하천관리청 외의 자가 수면관리자가 된다. ,  공공용 수면 또는 사유수면을 소유 또는 점유하거나 그 밖의 방법으로 실질적으로 지배하는 자를 말한다. ,  제3조 각 호의 어느 하나에 해당하는 수면 등을 소유 또는 점용하거나 그 밖의 방법으로 실질적으로 지배하는 자를 말한다. "
수면불시착, 항공기가 수면 위에 강제로 불시착하는 것을 말한다. 
수면비행선박," 표면효과 작용을 이용하여 수면에 근접하여 비행하는 선박을 말한다. ,  표면효과 작용을 이용하여 수면 가까이 비행하는 선박을 말한다. ,  선체가 수면과 접촉 없이 150미터 미만의 비행 고도에서 운항하는 선박을 말한다. "
수면효과," 표면에 접근할수록 날개의 유도 항력(inductive resistance)이 감소되고 양력이 증가되는 현상을 말하며, 이 효과의 범위는 WIG선의 설계에 따라 다르나 일반적으로 날개 현(chord) 길이의 평균값 보다 낮은 고도에서 발생한다. 이 효과의 수직범위에 해당하는 최대 고도 Hge는 시험 또는 다음 식에 의한 계산으로 결정된다. 
<img id=""43295387""> 
Hge = h (Lh / Lh=∞ = k) 
Lh : 표면에 가까운 임의의 고도 h에서의 공기역학적 양력 
Lh=∞ : 수면효과(ground effect) 범위를 벗어난 고도 h =∞에서의 공기역학적 양력 
k > 1.0: WIG선의 특성을 나타내는 공기역학적 계수로 자료가 없을 경우, k = 1.1 이 권장된다. 
</img> "
수명,"장비획득 시 내구도, 유사장비 수명 등을 기초로 수명소요를 제기하여 결정한 장비의 수명연한으로 장비운영간 야전운용제원을 적용하여 수정할 수 있다. ,  「항로표지시설관리지침」에서 정한 내용연수를 말한다. 다만, 특별한 경우 장비·용품 취득 시 제조사가 정한 내구연한을 참고할 수 있다. "
수명제한부품등," KAS 21.2.50, 23.2.1529, 25.2.1529, 27.2.1529, 29.2.1529, 31.82, 33.4 및 35.4항의 요건에 따른 감항성 한계에 교환시간, 검사주기, 또는 관련 절차가 설정되어 있는 부품등을 말한다. ,  KAS 21.2.50, 23.2.1529, 25.2.1529, 27.2.1529, 29.2.1529, 31.82, 33.4 및 35.4항의 요건에 따른 감항성 한계에 교환시간, 검사주기, 또는 관련 절차가 설정되어 있는 부품등을 말한다. "
수목원," 수목을 중심으로 수목유전자원을 수집ㆍ증식ㆍ보존ㆍ관리 및 전시하고 그 자원화를 위한 학술적ㆍ산업적 연구 등을 하는 시설로서 농림축산식품부령으로 정하는 기준에 따라 다음 각 목의 시설을 갖춘 것을 말한다. 
가. 수목유전자원의 증식 및 재배 시설 
나. 수목유전자원의 관리시설 
다. 화목원ㆍ자생식물원 등 농림축산식품부령으로 정하는 수목유전자원 전시시설 
라. 그 밖에 수목원의 관리ㆍ운영에 필요한 시설 "
